Route No.,Route Name,Subroute Sel.Mode,Per of Dir Subroutes,Percentage 2,Percentage 3,Percentage 4,1st sub-route,2nd sub-route,3rd sub-route,4th sub-route
2445,Nmobile-1Bharti-2Tele-3TATA-4ISC-2445,Select by percentage,60,20,20,46,180,181,182,82
2446,Nmobile-1Bharti-2Tele-3TATA-4ISC-2446,Select by percentage,60,20,20,46,180,181,182,82
2447,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2447,Select by percentage,70,30,46,38,220,221,82,83
2448,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2448,Select by percentage,70,30,60,20,220,221,180,181
2449,Nmobile-1Bharti-2Tele-3TATA-2449,Select by percentage,60,20,20,46,180,181,182,82
2450,Nmobile-1Bharti-2Tele-3TATA-2450,Select by percentage,60,20,20,46,180,181,182,82
2451,Nmobile-1Bharti-2Tele-3TATA-2451,Select by percentage,60,20,20,46,180,181,182,82
2452,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2452,Select by percentage,70,30,60,20,220,221,180,181
2453,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2453,Select by percentage,70,30,60,20,220,221,180,181
2454,Nmobile-1JT-2TATA-3Tele-4Pantel-5Bharti-2454,Select by percentage,50,50,70,30,260,261,220,221
2455,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-2455,Select by percentage,100,8,8,46,330,80,81,82
2456,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-2456,Select by percentage,100,8,8,46,330,80,81,82
2457,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-2457,Select by percentage,100,8,8,46,330,80,81,82
2458,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-2458,Select by percentage,100,8,8,46,330,80,81,82
2459,Nmobile-1TIS-2Bharti-3TATA-4TATA-IND-2459,Select by percentage,100,60,20,20,330,180,181,182
2460,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2460,Select by percentage,70,30,60,20,220,221,180,181
2461,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2461,Select by percentage,70,30,60,20,220,221,180,181
2462,Nmobile-1TIS-2Bharti-3TATA-4TATA-IND-2462,Select by percentage,100,60,20,20,330,180,181,182
2463,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2463,Select by percentage,70,30,46,38,220,221,82,83
2464,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2464,Select by percentage,70,30,46,38,220,221,82,83
2465,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2465,Select by percentage,70,30,46,38,220,221,82,83
2466,Nmobile-1Bharti-2Tele-3TATA-2466,Select by percentage,60,20,20,46,180,181,182,82
2467,Nmobile-1Bharti-2Tele-3TATA-2467,Select by percentage,60,20,20,46,180,181,182,82
2468,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2468,Select by percentage,70,30,46,38,220,221,82,83
2469,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2469,Select by percentage,70,30,60,20,220,221,180,181
2470,Nmobile-1Bharti-2Tele-3TATA-2470,Select by percentage,60,20,20,46,180,181,182,82
2471,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2471,Select by percentage,70,30,60,20,220,221,180,181
2472,Nmobile-1Bharti-2Tele-3TATA-2472,Select by percentage,60,20,20,46,180,181,182,82
2473,Nmobile-1BT-2Bharti-3Tele-4TIS-5ISC-2473,Select by percentage,50,50,60,20,320,321,180,181
2474,Nmobile-1Qtel-2Bharti-3Tele-4TATA-2474,Select by percentage,60,20,20,46,180,181,182,82
2475,Nmobile-1Qtel-2Bharti-3Tele-4TATA-2475,Select by percentage,60,20,20,46,180,181,182,82
2476,Nmobile-1Qtel-2Bharti-3Tele-4TATA-2476,Select by percentage,60,20,20,46,180,181,182,82
2477,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2477,Select by percentage,70,30,46,38,220,221,82,83
2478,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2478,Select by percentage,70,30,46,38,220,221,82,83
2479,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2479,Select by percentage,70,30,60,20,220,221,180,181
2480,Nmobile-1TATA-2Tele-3Bharti-4TIS-5Qtel-6ISC-2480,Select by percentage,70,30,50,50,220,221,82,83
2481,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2481,Select by percentage,70,30,60,20,220,221,180,181
2482,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2482,Select by percentage,70,30,60,20,220,221,180,181
2483,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-2483,Select by percentage,100,50,50,50,330,80,81,82
2484,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-2484,Select by percentage,100,50,50,50,330,80,81,82
2485,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2485,Select by percentage,70,30,60,20,220,221,180,181
2486,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2486,Select by percentage,70,30,50,50,220,221,82,83
2487,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2487,Select by percentage,70,30,50,50,220,221,82,83
2488,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2488,Select by percentage,70,30,50,50,220,221,82,83
2489,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2489,Select by percentage,70,30,50,50,220,221,82,83
2490,Nmobile-1Bharti-2Tele-3TATA-2490,Select by percentage,60,20,20,46,180,181,182,82
2491,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2491,Select by percentage,70,30,50,50,220,221,82,83
2492,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2492,Select by percentage,70,30,50,50,220,221,82,83
2493,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2493,Select by percentage,70,30,50,50,220,221,82,83
2494,NMobile-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-2494,Select by percentage,50,50,50,50,82,83,80,81
2495,NMobile-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-2495,Select by percentage,50,50,50,50,82,83,80,81
2496,NMobile-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-2496,Select by percentage,50,50,50,50,82,83,80,81
2497,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2497,Select by percentage,70,30,50,50,220,221,82,83
2498,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2498,Select by percentage,70,30,50,50,220,221,82,83
2499,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2499,Select by percentage,70,30,50,50,220,221,82,83
2500,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2500,Select by percentage,70,30,50,50,220,221,82,83
2501,Nmobile-1Bharti-2Tele-3TATA-2501,Select by percentage,60,20,20,46,180,181,182,82
2502,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2502,Select by percentage,70,30,50,50,220,221,82,83
2503,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2503,Select by percentage,100,46,38,8,222,82,83,80
2504,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2504,Select by percentage,70,30,60,20,220,221,180,181
2505,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2505,Select by percentage,100,46,38,8,222,82,83,80
2506,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2506,Select by percentage,70,30,60,20,220,221,180,181
2507,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2507,Select by percentage,100,46,38,8,222,82,83,80
2508,NMobileVOIP-1Telenor-2TIS-3TATA-4TATA IND-5TATAVOIP-2508,Select by percentage,46,38,8,8,82,83,80,81
2509,NMobileVOIP-1Protel-2BT-3TATA-4TATA IND-5TATAVOIP-2509,Select by percentage,50,50,50,50,335,336,320,321
2510,NMobileVOIP-1Protel-2BT-3TATA-4TATA IND-5TATAVOIP-2510,Select by percentage,50,50,50,50,335,336,320,321
2511,NMobileVOIP-1Protel-2BT-3TATA-4TATA IND-5TATAVOIP-2511,Select by percentage,50,50,50,50,335,336,320,321
2512,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2512,Select by percentage,70,30,60,20,220,221,180,181
2513,Nmobile-1Indosat-2TIS-3JT-4Bharti-5Tele-2513,Select by percentage,50,50,50,25,370,371,330,340
2514,Nmobile-1Bharti-2Indosat-3TIS-4Tele-5JT-2514,Select by percentage,60,20,20,50,180,181,182,370
2515,Nmobile-1JT-2Tele-3Britel-4IDT-5Protel-2515,Select by percentage,50,50,8,8,260,261,80,81
2516,Nmobile-1Britel-2TIS-3TATA-4Bharti-5JT-2516,Select by percentage,50,50,50,25,320,321,330,340
2517,Nmobile-1JT-2Britel-3TATA-4Bharti-5TIS-2517,Select by percentage,50,50,50,50,260,261,320,321
2518,Nmobile-1Britel-2TIS-3TATA-4Bharti-5JT-2518,Select by percentage,50,50,50,25,320,321,330,340
2519,Nmobile-1Bharti-2TIS-3TATA-4Britel-5JT-2519,Select by percentage,60,20,20,50,180,181,182,330
2521,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2521,Select by percentage,70,30,60,20,220,221,180,181
2522,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2522,Select by percentage,70,30,60,20,220,221,180,181
2523,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2523,Select by percentage,70,30,60,20,220,221,180,181
2524,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2524,Select by percentage,70,30,60,20,220,221,180,181
2525,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2525,Select by percentage,70,30,60,20,220,221,180,181
2526,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2526,Select by percentage,70,30,60,20,220,221,180,181
2527,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2527,Select by percentage,70,30,60,20,220,221,180,181
2528,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2528,Select by percentage,70,30,60,20,220,221,180,181
2531,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2531,Select by percentage,70,30,60,20,220,221,180,181
2532,Nmobile-1Tele-2IDT_VOIPe-3TATA-4TATA_VOIP-5TATA_IND-2532,Select by percentage,8,8,46,38,80,81,82,83
2575,Nmobile-1IDT-2575,Select by percentage,100,100,0,0,270,271,None,None
2581,Nmobile-1JT-2Tele-3Britel-4IDT-5Protel-2581,Select by percentage,50,50,8,8,260,261,80,81
2582,Nmobile-1Britel-2TIS-3TATA-4Bharti-5JT-2582,Select by percentage,50,50,50,25,320,321,330,340
2583,Nmobile-1JT-2Britel-3TATA-4Bharti-5TIS-2583,Select by percentage,50,50,50,50,260,261,320,321
2584,Nmobile-1Britel-2TIS-3TATA-4Bharti-5JT-2584,Select by percentage,50,50,50,25,320,321,330,340
2585,Nmobile-1Bharti-2TIS-3TATA-4Britel-5JT-2585,Select by percentage,60,20,20,50,180,181,182,330
2586,Nmobile-1Tele-2Britel-3TIS-4TATA-5Bharti-2586,Select by percentage,8,8,46,38,80,81,82,83
2587,Nmobile-1Tele-2Britel-3TIS-4TATA-5Bharti-2587,Select by percentage,8,8,46,38,80,81,82,83
2600,Nmobile-1Bharti-2Telenor-3TATA-4TATAVOIP-2600,Select by percentage,60,20,20,46,180,181,182,82
2601,Nmobile-1Bharti-2Telenor-3TATA-4TATAVOIP-2601,Select by percentage,60,20,20,46,180,181,182,82
2602,Nmobile-1Bharti-2Telenor-3TATA-4TATAVOIP-2602,Select by percentage,60,20,20,46,180,181,182,82
2603,Nmobile-1JT-2TATA-3Tele-4TATA VOIP-5Pantel-6Bharti-2603,Select by percentage,50,50,70,30,260,261,220,221
2604,Nmobile-1Tele-2TATAVOIP-3IDTVOIP-4Bharti-2604,Select by percentage,46,38,8,8,82,83,80,81
2605,Nmobile-1Tele-2TATAVOIP-3IDTVOIP-4Bharti-2605,Select by percentage,46,38,8,8,82,83,80,81
2606,Nmobile-1Tele-2TATAVOIP-3IDTVOIP-4Bharti-2606,Select by percentage,46,38,8,8,82,83,80,81
2607,Nmobile-1Tele-2TATAVOIP-3IDTVOIP-4Bharti-2607,Select by percentage,46,38,8,8,82,83,80,81
2608,Nmobile-1TIS-2TATA-VOIP-3Bharti-4TATA-5TATA-IND-2608,Select by percentage,100,100,60,20,330,222,180,181
2609,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2609,Select by percentage,70,30,60,20,220,221,180,181
2610,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2610,Select by percentage,70,30,60,20,220,221,180,181
2611,Nmobile-1TIS-2TATA-VOIP-3Bharti-4TATA-5TATA-IND-2611,Select by percentage,100,100,60,20,330,222,180,181
2612,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2612,Select by percentage,100,46,38,8,222,82,83,80
2613,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2613,Select by percentage,100,46,38,8,222,82,83,80
2614,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2614,Select by percentage,100,46,38,8,222,82,83,80
2615,Nmobile-1Bharti-2Telenor-3TATA_Ind-2615,Select by percentage,60,20,20,46,180,181,182,82
2616,Nmobile-1Bharti-2Telenor-3TATA_Ind-2616,Select by percentage,60,20,20,46,180,181,182,82
2617,Nmobile-1Bharti-2Telenor-3TATA_Ind-2617,Select by percentage,60,20,20,46,180,181,182,82
2618,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2618,Select by percentage,100,46,38,8,222,82,83,80
2619,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2619,Select by percentage,70,30,60,20,220,221,180,181
2620,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2620,Select by percentage,100,46,38,8,222,82,83,80
2621,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2621,Select by percentage,70,30,60,20,220,221,180,181
2622,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2622,Select by percentage,100,46,38,8,222,82,83,80
2623,NMobileVOIP-1BT-2Bharti-3Tele-4TIS-2623,Select by percentage,50,50,60,20,320,321,180,181
2624,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2624,Select by percentage,100,46,38,8,222,82,83,80
2625,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2625,Select by percentage,100,46,38,8,222,82,83,80
2626,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2626,Select by percentage,100,46,38,8,222,82,83,80
2627,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2627,Select by percentage,100,46,38,8,222,82,83,80
2628,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2628,Select by percentage,100,46,38,8,222,82,83,80
2629,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2629,Select by percentage,70,30,60,20,220,221,180,181
2630,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2630,Select by percentage,100,46,38,8,222,82,83,80
2631,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2631,Select by percentage,70,30,60,20,220,221,180,181
2632,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2632,Select by percentage,70,30,60,20,220,221,180,181
2633,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2633,Select by percentage,100,46,38,8,222,82,83,80
2634,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2634,Select by percentage,100,46,38,8,222,82,83,80
2635,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2635,Select by percentage,70,30,60,20,220,221,180,181
2636,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2636,Select by percentage,100,46,38,8,222,82,83,80
2637,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2637,Select by percentage,100,46,38,8,222,82,83,80
2638,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2638,Select by percentage,100,46,38,8,222,82,83,80
2639,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2639,Select by percentage,100,46,38,8,222,82,83,80
2640,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2640,Select by percentage,100,46,38,8,222,82,83,80
2641,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2641,Select by percentage,100,46,38,8,222,82,83,80
2642,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2642,Select by percentage,100,46,38,8,222,82,83,80
2643,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2643,Select by percentage,100,46,38,8,222,82,83,80
2644,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2644,Select by percentage,100,46,38,8,222,82,83,80
2645,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2645,Select by percentage,100,46,38,8,222,82,83,80
2646,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2646,Select by percentage,100,46,38,8,222,82,83,80
2647,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2647,Select by percentage,100,46,38,8,222,82,83,80
2648,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2648,Select by percentage,100,46,38,8,222,82,83,80
2649,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2649,Select by percentage,100,46,38,8,222,82,83,80
2650,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2650,Select by percentage,100,46,38,8,222,82,83,80
2651,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2651,Select by percentage,100,46,38,8,222,82,83,80
2652,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2652,Select by percentage,100,46,38,8,222,82,83,80
2653,Nmobile-1Bharti-2Tele-3TATA-2653,Select by percentage,60,20,20,46,180,181,182,82
2654,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2654,Select by percentage,70,30,60,20,220,221,180,181
2655,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2655,Select by percentage,70,30,50,50,220,221,82,83
2656,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2656,Select by percentage,70,30,60,20,220,221,180,181
2657,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-2657,Select by percentage,70,30,50,50,220,221,82,83
2658,NMobileVOIP-1Telenor-2TIS-3TATA-4TATA IND-5TATAVOIP-2658,Select by percentage,46,38,8,8,82,83,80,81
2659,NMobileVOIP-1Protel-2BT-3TATA-4TATA IND-5TATAVOIP-2659,Select by percentage,50,50,50,50,335,336,320,321
2660,NMobileVOIP-1Protel-2BT-3TATA-4TATA IND-5TATAVOIP-2660,Select by percentage,50,50,50,50,335,336,320,321
2661,NMobileVOIP-1Protel-2BT-3TATA-4TATA IND-5TATAVOIP-2661,Select by percentage,50,50,50,50,335,336,320,321
2662,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2662,Select by percentage,70,30,60,20,220,221,180,181
2663,OIMS-1Bharti-2TATA_IND-3TATA-4TIS_VOIP-5Tele-6JT-2663,Select by percentage,30,10,10,20,180,181,182,350
2664,OIMS-1PTCL-2Telenor-3Bharti-4TIS_VOIP-5Protel_VOIP-6JT-2664,Select by percentage,30,30,4,4,280,281,80,81
2665,OIMS-1MIR-2Banglatel_VOIP-3TIS-4TIS_VOIP-5IDT_VOIP-6BT-2665,Select by percentage,60,20,20,50,240,310,311,330
2666,OT_SIGOS-2666,Select by percentage,50,50,0,0,60,61,None,None
2667,DU_SIGOS-2667,Select by percentage,50,4,26,20,70,71,72,73
2668,Telenor_SIGOS-2668,Select by percentage,46,38,8,8,82,83,80,81
2669,Qtel_SIGOS-2669,Select by percentage,50,50,0,0,113,114,None,None
2670,Invitel_SIGOS-2670,Select by percentage,100,0,0,0,140,None,None,None
2671,Bharti_SIGOS-2671,Select by percentage,60,20,20,0,180,181,182,None
2672,Etisalat_SIGOS-2672,Select by percentage,50,50,0,0,200,201,None,None
2673,TATA_INDIA_SIGOS-2673,Select by percentage,40,60,0,0,350,351,None,None
2674,MIR_SIGOS-2674,Select by percentage,100,0,0,0,240,None,None,None
2675,Jordan_SIGOS-2675,Select by percentage,50,50,0,0,260,261,None,None
2676,PTCL_SIGOS-2676,Select by percentage,50,50,0,0,280,281,None,None
2677,Sparkle_TDM_SIGOS-2677,Select by percentage,50,25,25,0,330,340,341,None
2678,Zain_SIGOS-2678,Select by percentage,100,0,0,0,360,None,None,None
2679,Indosat_SIGOS-2679,Select by percentage,50,50,0,0,370,371,None,None
2680,Bangla_SIGOS-2680,Select by percentage,50,50,0,0,310,311,None,None
2681,Bright_SIGOS-2681,Select by percentage,50,50,0,0,320,321,None,None
2682,Protel_SIGOS-2682,Select by percentage,50,50,0,0,335,336,None,None
2683,IDT_SIGOS-2683,Select by percentage,50,50,0,0,270,271,None,None
2684,TATA_London_SIGOS-2684,Select by percentage,100,0,0,0,220,None,None,None
2685,TATA_Torron_SIGOS-2685,Select by percentage,50,50,0,0,221,222,None,None
2695,Nmobile-1Indosat-2JT-3TATA-4Bharti-5TIS-2695,Select by percentage,50,50,50,50,370,371,260,261
2696,Nmobile-1Bharti-2Indosat-3TIS-4Tele-5JT-2696,Select by percentage,60,20,20,50,180,181,182,370
2698,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2698,Select by percentage,70,30,60,20,220,221,180,181
2699,Nmobile-1Tele-2IDT_VOIPe-3TATA-4TATA_VOIP-5TATA_IND-2699,Select by percentage,8,8,46,38,80,81,82,83
2700,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2700,Select by percentage,100,46,38,8,222,82,83,80
2701,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2701,Select by percentage,70,30,60,20,220,221,180,181
2702,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2702,Select by percentage,100,46,38,8,222,82,83,80
2703,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2703,Select by percentage,70,30,60,20,220,221,180,181
2704,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2704,Select by percentage,100,46,38,8,222,82,83,80
2705,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2705,Select by percentage,70,30,60,20,220,221,180,181
2706,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2706,Select by percentage,100,46,38,8,222,82,83,80
2707,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2707,Select by percentage,70,30,60,20,220,221,180,181
2708,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2708,Select by percentage,100,46,38,8,222,82,83,80
2709,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2709,Select by percentage,70,30,60,20,220,221,180,181
2710,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2710,Select by percentage,100,46,38,8,222,82,83,80
2711,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2711,Select by percentage,70,30,60,20,220,221,180,181
2712,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2712,Select by percentage,100,46,38,8,222,82,83,80
2713,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2713,Select by percentage,100,46,38,8,222,82,83,80
2714,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2714,Select by percentage,100,46,38,8,222,82,83,80
2715,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2715,Select by percentage,70,30,60,20,220,221,180,181
2716,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2716,Select by percentage,100,46,38,8,222,82,83,80
2717,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2717,Select by percentage,100,46,38,8,222,82,83,80
2718,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2718,Select by percentage,100,46,38,8,222,82,83,80
2719,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2719,Select by percentage,100,46,38,8,222,82,83,80
2720,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2720,Select by percentage,100,46,38,8,222,82,83,80
2721,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2721,Select by percentage,70,30,60,20,220,221,180,181
2722,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2722,Select by percentage,100,46,38,8,222,82,83,80
2723,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2723,Select by percentage,100,46,38,8,222,82,83,80
2724,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2724,Select by percentage,100,46,38,8,222,82,83,80
2725,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2725,Select by percentage,100,46,38,8,222,82,83,80
2726,NMobileVOIP-1BT-2Bharti-3Tele-4TIS-2726,Select by percentage,50,50,60,20,320,321,180,181
2727,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2727,Select by percentage,70,30,60,20,220,221,180,181
2728,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2728,Select by percentage,70,30,60,20,220,221,180,181
2729,NmobileVOIP-1IDTVOIP-2TATA-3Pantel-4Bharti-2729,Select by percentage,50,50,70,30,270,271,220,221
2730,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2730,Select by percentage,100,46,38,8,222,82,83,80
2731,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2731,Select by percentage,100,46,38,8,222,82,83,80
2732,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2732,Select by percentage,70,30,60,20,220,221,180,181
2733,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2733,Select by percentage,100,46,38,8,222,82,83,80
2734,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2734,Select by percentage,100,46,38,8,222,82,83,80
2735,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2735,Select by percentage,100,46,38,8,222,82,83,80
2736,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2736,Select by percentage,100,46,38,8,222,82,83,80
2737,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2737,Select by percentage,100,46,38,8,222,82,83,80
2738,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2738,Select by percentage,100,46,38,8,222,82,83,80
2739,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2739,Select by percentage,100,46,38,8,222,82,83,80
2740,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2740,Select by percentage,100,46,38,8,222,82,83,80
2741,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2741,Select by percentage,70,30,60,20,220,221,180,181
2742,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2742,Select by percentage,100,46,38,8,222,82,83,80
2743,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2743,Select by percentage,100,46,38,8,222,82,83,80
2744,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2744,Select by percentage,100,46,38,8,222,82,83,80
2745,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2745,Select by percentage,70,30,60,20,220,221,180,181
2746,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND--2746,Select by percentage,100,46,38,8,222,82,83,80
2747,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2747,Select by percentage,70,30,60,20,220,221,180,181
